sourceItemId,sourceId,sourceRowNumber,rawPublicationClass,rawTitle,rawCreator,rawMainGenre,rawSubgenre,rawRating,rawNotes,rawUpdatedAt
dc-monthly-comics-recommendations-2020-0173,dc-monthly-comics-recommendations-2020,173,0.정발,꽃과 모모씨,타카하시 신,SF,일상,B,정발 끊김,2013-08-23
dc-monthly-comics-recommendations-2020-0174,dc-monthly-comics-recommendations-2020,174,0.정발,꽃과 악마,히사무 오토,순정,드라마틱 판타지/키잡,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0175,dc-monthly-comics-recommendations-2020,175,0.정발,꽃보다 남자,카미오 요코,순정,틴에이지 순정,S+,,2013-08-23
dc-monthly-comics-recommendations-2020-0176,dc-monthly-comics-recommendations-2020,176,0.정발,꽃피는 남자,테츠오 하라,시대물,,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0177,dc-monthly-comics-recommendations-2020,177,0.정발,꿈사공풀치넬라,오이와 켄지,순정,드라마틱 판타지,B,1부 완결,2013-08-23
dc-monthly-comics-recommendations-2020-0178,dc-monthly-comics-recommendations-2020,178,0.정발,꿈색깔요리,쿠리타 리쿠,순정,요리,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0179,dc-monthly-comics-recommendations-2020,179,0.정발,꿈에서 만난다면,야마하나 노리유키,러브코미디,,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0180,dc-monthly-comics-recommendations-2020,180,0.정발,꿈을 먹는 메리,우시키 요시타카,드라마틱 판타지,,B,정발 끊김,2013-08-23
dc-monthly-comics-recommendations-2020-0181,dc-monthly-comics-recommendations-2020,181,0.정발,꿈의 사도,우에시바 리이치,드라마틱 판타지,,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0182,dc-monthly-comics-recommendations-2020,182,0.정발,꿈의 온도,미나미 큐타,순정,학원,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0183,dc-monthly-comics-recommendations-2020,183,0.정발,나가토 유키짱의 소실,타니가와 나가루,코믹,스핀오프,B,하루히 스핀오프,2013-08-23
dc-monthly-comics-recommendations-2020-0184,dc-monthly-comics-recommendations-2020,184,0.정발,나기의 휴식,코나리 미사토,드라마,성장,S,,2021-02-18
dc-monthly-comics-recommendations-2020-0185,dc-monthly-comics-recommendations-2020,185,0.정발,나나세 ,야마자키 사야카,드라마,초능력,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0186,dc-monthly-comics-recommendations-2020,186,0.정발,나나와 카오루,아마즈메 류타,성인,러브코미디/SM,A,1부,2013-08-23
dc-monthly-comics-recommendations-2020-0187,dc-monthly-comics-recommendations-2020,187,0.정발,나나와 카오루 Black Label,아마즈메 류타,성인,러브코미디/SM,A,"외전,고수위",2021-04-25
dc-monthly-comics-recommendations-2020-0188,dc-monthly-comics-recommendations-2020,188,2.비정발,나나와 카오루 Last year,아마즈메 류타,성인,러브코미디/SM,A,2부,2021-04-25
dc-monthly-comics-recommendations-2020-0189,dc-monthly-comics-recommendations-2020,189,0.정발,나나카 6/17,야가미 켄,러브코미디,다중인격,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0190,dc-monthly-comics-recommendations-2020,190,2.비정발,나는 신고(아청법^-^) [페도/극화/SF/공포] A급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0191,dc-monthly-comics-recommendations-2020,191,0.정발,나는 친구가 적다,이타치,러브코미디,,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0192,dc-monthly-comics-recommendations-2020,192,0.정발,나루토,기시모토 마사시,소년,액션,S+,닌자,2013-08-23
dc-monthly-comics-recommendations-2020-0193,dc-monthly-comics-recommendations-2020,193,4.단편(미정발),나르바나 패닉,세이 이토,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0194,dc-monthly-comics-recommendations-2020,194,0.정발,나를 감싸는 달빛 - 나의 지구 차세대편,히와타리 사키,드라마틱 판타지,,B,나의 지구를 지켜줘 2부,2013-08-23
dc-monthly-comics-recommendations-2020-0195,dc-monthly-comics-recommendations-2020,195,0.정발,나만의 천사,카와하라 유미코,순정,,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0196,dc-monthly-comics-recommendations-2020,196,2.비정발,나만이 없는 마을 [미스테리/살인] B급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0197,dc-monthly-comics-recommendations-2020,197,3.단편(정발),나쁜 친구,앙꼬,학원,,S,,2021-01-19
dc-monthly-comics-recommendations-2020-0198,dc-monthly-comics-recommendations-2020,198,0.정발,나와 그녀의 XXX,모리나가 아이,러브코미디,TS,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0199,dc-monthly-comics-recommendations-2020,199,0.정발,나와 미래상인의 여름,타케모토 이토에,명량,코믹,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0200,dc-monthly-comics-recommendations-2020,200,0.정발,나와 히어로와 마법소녀,쿠단 소고,마법소녀,히어로/코믹,B,,2021-02-18
dc-monthly-comics-recommendations-2020-0201,dc-monthly-comics-recommendations-2020,201,3.단편(정발),나의 선배,시오야 테루코,GL,성인,B,유사 광기물,2021-02-15
dc-monthly-comics-recommendations-2020-0202,dc-monthly-comics-recommendations-2020,202,0.정발,나의 아빠,니시 케이코,드라마,,A,,2021-04-25
dc-monthly-comics-recommendations-2020-0203,dc-monthly-comics-recommendations-2020,203,0.정발,나의 지구를 지켜줘,히와타리 사키,순정,SF,S+,,2013-08-23
dc-monthly-comics-recommendations-2020-0204,dc-monthly-comics-recommendations-2020,204,0.정발,나츠메 우인장,미도리카와 유키,드라마틱 판타지,,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0205,dc-monthly-comics-recommendations-2020,205,2.비정발,나쿠아전(괴물왕녀 외전) [씹덕/요괴] B+급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0206,dc-monthly-comics-recommendations-2020,206,0.정발,낙원루우트,츠키미아 안,순정,드라마틱 판타지,B,여주가 커졌다 작아졌다,2013-08-23
dc-monthly-comics-recommendations-2020-0207,dc-monthly-comics-recommendations-2020,207,0.정발,낙제점 히어로,난킨 구레코,러브코미디,순정/히어로,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0208,dc-monthly-comics-recommendations-2020,208,0.정발,난비란외,타나카 호사나,러브코미디,소년/액션,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0209,dc-monthly-comics-recommendations-2020,209,0.정발,남고생을 키우고 싶은 누나 이야기,히데키,러브코미디,,B,,2021-02-10
dc-monthly-comics-recommendations-2020-0210,dc-monthly-comics-recommendations-2020,210,2.비정발,남매 시작했습니다,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0211,dc-monthly-comics-recommendations-2020,211,0.정발,남성해방대작전,이미라,순정,정조역전,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0212,dc-monthly-comics-recommendations-2020,212,0.정발,남자 고교생의 일상,야마우치 야스노부,코믹,학원/일상,S,,2021-01-18
dc-monthly-comics-recommendations-2020-0213,dc-monthly-comics-recommendations-2020,213,0.정발,남자 이야기,권가야,무협,,A,연중상태,2013-08-23
dc-monthly-comics-recommendations-2020-0214,dc-monthly-comics-recommendations-2020,214,0.정발,남자는 불끈불끈,오노데라 코우지,코믹,오타쿠 자학,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0215,dc-monthly-comics-recommendations-2020,215,3.단편(정발),남자친구,토마,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0216,dc-monthly-comics-recommendations-2020,216,0.정발,낮비,후루야 미노루,드라마,범죄,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0217,dc-monthly-comics-recommendations-2020,217,0.정발,내 남자친구 이야기,야자와 아이,순정,,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0218,dc-monthly-comics-recommendations-2020,218,0.정발,내 두개의 날개,유이 토시키,SF,양성,B,앗 들어갔다 짤방으로 유명,2013-08-23
dc-monthly-comics-recommendations-2020-0219,dc-monthly-comics-recommendations-2020,219,0.정발,내 마음속의 자전거,미야오 가쿠,드라마,성장,A,1부만 정발,2013-08-23
dc-monthly-comics-recommendations-2020-0220,dc-monthly-comics-recommendations-2020,220,0.정발,내 마음의 위험한 녀석,사쿠라이 노리오,러브코미디,,S,,2021-01-28
dc-monthly-comics-recommendations-2020-0221,dc-monthly-comics-recommendations-2020,221,0.정발,내 여자 마리,다케우치 사쿠라,러브코미디,미소녀 안드로이드,B,유니콘 만화로 유명,2013-08-23
dc-monthly-comics-recommendations-2020-0222,dc-monthly-comics-recommendations-2020,222,0.정발,내 여친은 고양이,마시마 에츠야,러브코미디,드라마틱 판타지,B,정발 끊김,2013-08-23
dc-monthly-comics-recommendations-2020-0223,dc-monthly-comics-recommendations-2020,223,0.정발,내 여친은 양데레,시노비,러브코미디,,B,,2021-01-20
dc-monthly-comics-recommendations-2020-0224,dc-monthly-comics-recommendations-2020,224,0.정발,내 주먹을 받아라!,무라타,GL,,B,,2021-03-15
dc-monthly-comics-recommendations-2020-0225,dc-monthly-comics-recommendations-2020,225,0.정발,내 집으로 와요,하라 히데노리,드라마,연애,S+,,2013-08-23
dc-monthly-comics-recommendations-2020-0226,dc-monthly-comics-recommendations-2020,226,0.정발,내 첫사랑을 너에게 바친다,아오키 코토미,순정,,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0227,dc-monthly-comics-recommendations-2020,227,0.정발,내 최애는 악역 영애,아오노시모,이세계,코믹,B,,2021-05-09
dc-monthly-comics-recommendations-2020-0228,dc-monthly-comics-recommendations-2020,228,0.정발,내 친구의 그림일기,아비코 미와,고양이,순정,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0229,dc-monthly-comics-recommendations-2020,229,2.비정발,내가 아가씨 학교에 '서민샘플'로 납치당한 사건,리스마이,러브코미디,아가씨,B,,2021-01-20
dc-monthly-comics-recommendations-2020-0230,dc-monthly-comics-recommendations-2020,230,0.정발,내가 인기 없는 건 아무리 생각해도 너희들 탓이야!,타니가와 니코,코믹,백합,A,,2021-02-25
dc-monthly-comics-recommendations-2020-0231,dc-monthly-comics-recommendations-2020,231,0.정발,내겐 너무 멋진 그대 ,야마우치 나오미,순정,시대물,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0232,dc-monthly-comics-recommendations-2020,232,0.정발,내사랑 무브,후카미 준,순정,드라마틱 판타지,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0233,dc-monthly-comics-recommendations-2020,233,0.정발,내세를 기약하고 전생했더니 곤란해졌습니다,하치야 하토,이세계,순정/드라마/전생,B,,2021-02-15
dc-monthly-comics-recommendations-2020-0234,dc-monthly-comics-recommendations-2020,234,0.정발,내세에는 남남이 좋겠어,코니시 아스카,드라마,,A,,2021-09-12
dc-monthly-comics-recommendations-2020-0235,dc-monthly-comics-recommendations-2020,235,0.정발,내일의 신부 ,모리오 마사미,순정,,C,,2013-08-23
dc-monthly-comics-recommendations-2020-0236,dc-monthly-comics-recommendations-2020,236,0.정발,내일의 죠 ,치바 테츠야,스포츠,,S+,권투,2013-08-23
dc-monthly-comics-recommendations-2020-0237,dc-monthly-comics-recommendations-2020,237,0.정발,냥코이!,후지와라 사토,러브코미디,드라마틱 판타지,B,연중상태,2013-08-23
dc-monthly-comics-recommendations-2020-0238,dc-monthly-comics-recommendations-2020,238,0.정발,너는 펫,오가와 야요이,러브코미디,순정,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0239,dc-monthly-comics-recommendations-2020,239,2.비정발,너무나 상냥한 아마에 짱,치루토,러브코미디,페도,C,누군가는 맞겠지,2021-02-01
dc-monthly-comics-recommendations-2020-0240,dc-monthly-comics-recommendations-2020,240,4.단편(미정발),너와 나의 빛나는 별,스에츠구 유키,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0241,dc-monthly-comics-recommendations-2020,241,0.정발,너의 빛깔에 포커스,치아키 타로,러브코미디,성인/프로의 세계,B,사진,2013-08-23
dc-monthly-comics-recommendations-2020-0242,dc-monthly-comics-recommendations-2020,242,0.정발,너의 파편,타카하시 신,드라마틱 판타지,액션,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0243,dc-monthly-comics-recommendations-2020,243,0.정발,네가 세상을 부수고 싶다면,후지와라 카오루,드라마,SF,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0244,dc-monthly-comics-recommendations-2020,244,0.정발,네가 없는 낙원,사노 미오코,순정,성장,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0245,dc-monthly-comics-recommendations-2020,245,0.정발,네가 있는 마을,세오 코지,러브코미디,드라마,A,막장,2013-08-23
dc-monthly-comics-recommendations-2020-0246,dc-monthly-comics-recommendations-2020,246,2.비정발,네오 데빌맨 [액션/판타지/공포] B+급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0247,dc-monthly-comics-recommendations-2020,247,2.비정발,네코구루이(고양이광 미나코) [아헤가오/고양이/막장/코미디] B급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0248,dc-monthly-comics-recommendations-2020,248,0.정발,넥스트 라이프,이치쿠라 토카게,이세계,,B,,2021-04-17
dc-monthly-comics-recommendations-2020-0249,dc-monthly-comics-recommendations-2020,249,0.정발,노노노노,오카모토 린,러브코미디,성인/스포츠,B,점프스키/충격전개로 연중당함,2013-08-23
dc-monthly-comics-recommendations-2020-0250,dc-monthly-comics-recommendations-2020,250,0.정발,노다메 칸타빌레,니노미야 토모코,음악,순정,S+,,2013-08-23
dc-monthly-comics-recommendations-2020-0251,dc-monthly-comics-recommendations-2020,251,0.정발,노르망디 사이코 동아리,이토 미키오,코믹,,B,만화가,2013-08-23
dc-monthly-comics-recommendations-2020-0252,dc-monthly-comics-recommendations-2020,252,0.정발,노말시티,강경옥,순정,드라마틱 판타지/SF,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0253,dc-monthly-comics-recommendations-2020,253,3.단편(정발),노이즈,니헤이 츠토무,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0254,dc-monthly-comics-recommendations-2020,254,0.정발,녹몽,미우라 노리코,순정,드라마틱 판타지/SF,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0255,dc-monthly-comics-recommendations-2020,255,0.정발,녹정기,황옥랑,무협,,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0256,dc-monthly-comics-recommendations-2020,256,2.비정발,누나 두근 [씹덕] B급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0257,dc-monthly-comics-recommendations-2020,257,0.정발,누나 로그,타구치 켄지,코믹,누나,B,정발 끊김(현지 완결),2021-01-12
dc-monthly-comics-recommendations-2020-0258,dc-monthly-comics-recommendations-2020,258,2.비정발,누나 로그 [브라콘/씹덕/코미디] B+급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0259,dc-monthly-comics-recommendations-2020,259,2.비정발,"누나는 옆에 있고, 세상은 아무 일 없음 [기묘함/일상/훈훈함] A급",,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0260,dc-monthly-comics-recommendations-2020,260,0.정발,누나는 짱!,와타나베 타에코,순정,,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0261,dc-monthly-comics-recommendations-2020,261,0.정발,누라리횬의 손자,시이바시 히로시,소년,요괴/액션,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0262,dc-monthly-comics-recommendations-2020,262,0.정발,눈부시도록 ,윤지운,순정,성장,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0263,dc-monthly-comics-recommendations-2020,263,0.정발,늑대 아이,YU,일상,드라마틱 판타지,B,늑대아이 아메와 유키,2013-08-23
dc-monthly-comics-recommendations-2020-0264,dc-monthly-comics-recommendations-2020,264,0.정발,늑대따윈 무섭지 않아,미도리 유카코,순정,요괴,B,,2013-08-23
dc-monthly-comics-recommendations-2020-0265,dc-monthly-comics-recommendations-2020,265,0.정발,늑대와 향신료,코우메 케이토,드라마,시대물,A,,2013-08-23
dc-monthly-comics-recommendations-2020-0266,dc-monthly-comics-recommendations-2020,266,0.정발,늘 푸른 이야기,이미라,순정,,S,,2013-08-23
dc-monthly-comics-recommendations-2020-0267,dc-monthly-comics-recommendations-2020,267,2.비정발,니세코이(가짜사랑) [러브코미디/학원] A급,,,,,,2013-08-23
dc-monthly-comics-recommendations-2020-0268,dc-monthly-comics-recommendations-2020,268,0.정발,니아 언더 세븐,아베 요시토시,코믹,빈곤개그/SF/일상,B,,2013-08-23
